vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU4027	VC_2391_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	1.84	NA	NA	NA	0.986350656	0.00823325	8457	SRR5823598	PRJNA393632	Germany
vOTU4028	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.44	0.847	dsDNAphage	0	NA	NA	8455	"SRR17754575,SRR17754576"	PRJNA799794	China
vOTU4029	Unclassified	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	99.83	nan	RNA	1	NA	NA	8455	SRR11450578	PRJNA616041	American
vOTU4030	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.15	1	dsDNAphage	2	0.922705293	0.016069945	8454	SRR10346359	PRJNA579552	China
vOTU4031	Unclassified	Triavirus	Unclassified	temperate	Low-quality	Genome-fragment	18.44	0.64	dsDNAphage	0	NA	NA	8454	SRR17754576	PRJNA799794	China
vOTU4032	VC_2240_0	Peduoviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	9.37	0.98	dsDNAphage	3	NA	NA	8450	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU4033	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.967	dsDNAphage	0	NA	NA	8446	SRR5259839	PRJNA370742	American
vOTU4034	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999060988	0.003455699	8446	SRR17754576	PRJNA799794	China
vOTU4035	Unclassified	Gladiatorvirus	Unclassified	virulent	Low-quality	Genome-fragment	18.86	1	dsDNAphage	1	0.998960972	0.003701186	8445	SRR10346363	PRJNA579552	China
vOTU4036	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.998771548	0.003908906	8445	"SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU4037	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.929402769	0.015578971	8445	"SRR12550808,SRR12550835,SRR12550832,SRR12550825,SRR12550826,SRR12550839,SRR12550829,SRR12550831,SRR12550830"	PRJNA632564	China
vOTU4038	VC_1435_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.52	0.8	dsDNAphage	0	0.99892199	0.003738953	8444	"SRR10159352,SRR10159350,SRR10159351"	PRJNA562057	China
vOTU4039	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	13.89	1	dsDNAphage	3	0.964462638	0.011670066	8442	SRR10159348	PRJNA562057	China
vOTU4040	VC_2392_0	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.527	dsDNAphage	0	NA	NA	8441	"SRR10159350,SRR10159355,SRR10159352"	PRJNA562057	China
vOTU4041	VC_1906_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.71	NA	NA	NA	0.905199349	0.017297379	8441	SRR17754575	PRJNA799794	China
vOTU4042	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	85.12	nan	RNA	1	NA	NA	8440	SRR11450580	PRJNA616041	American
vOTU4043	VC_2007_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.72	0.907	dsDNAphage	0	0.999998808	0.000415439	8435	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU4044	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.13	0.595	RNA	0	0.99409163	0.006401541	8435	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU4045	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.7	0.98	dsDNAphage	3	NA	NA	8433	SRR7012218	PRJNA450451	China
vOTU4046	VC_1471_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.995701671	0.005835033	8432	SRR17754576	PRJNA799794	China
vOTU4047	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.98	0.727	dsDNAphage	0	0.994955957	0.006099403	8430	SRR11450584	PRJNA616041	American
vOTU4048	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	99.07	1	RNA	1	NA	NA	8429	SRR11450586	PRJNA616041	American
vOTU4049	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	98.69	1	RNA	1	NA	NA	8429	"SRR11450577,SRR11450586"	PRJNA616041	American
vOTU4050	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	84.45	nan	RNA	1	0.943168819	0.014408188	8429	SRR11450580	PRJNA616041	American
vOTU4051	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	93.68	1	RNA	1	NA	NA	8429	SRR11450585	PRJNA616041	American
vOTU4052	VC_968_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.91	0.733	dsDNAphage	0	0.999999642	0.00026437	8428	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU4053	VC_974_0	Peduoviridae	Klebsiella	virulent	Low-quality	Genome-fragment	18.34	0.993	dsDNAphage	1	NA	NA	8428	SRR5877197	PRJNA392834	China
vOTU4054	VC_2360_0	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	76.33	1	RNA	1	NA	NA	8427	SRR11450580	PRJNA616041	American
vOTU4055	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	11.15	0.867	dsDNAphage	0	NA	NA	8425	"SRR10159353,SRR10159355,SRR10159352,SRR10159350"	PRJNA562057	China
vOTU4056	Unclassified	unknown	Rhodomicrobium	virulent	Low-quality	Genome-fragment	11.27	0.913	dsDNAphage	1	NA	NA	8423	SRR6325799	PRJNA392834	China
vOTU4057	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	94.97	1	RNA	1	NA	NA	8422	SRR11450577	PRJNA616041	American
vOTU4058	VC_2191_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	2.86	0.58	dsDNAphage	0	NA	NA	8420	"SRR1190384,SRR1190383"	PRJNA240951	China
vOTU4059	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.981663406	0.009026362	8420	SRR17754575	PRJNA799794	China
vOTU4060	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.88	dsDNAphage	0	0.964578986	0.011632299	8416	"SRR10159353,SRR10159350,SRR10159355"	PRJNA562057	China
vOTU4061	Unclassified	Mesyanzhinovviridae	Unclassified	virulent	Low-quality	Genome-fragment	3.9	0.913	dsDNAphage	0	NA	NA	8416	SRR5512143	PRJNA385547	China
vOTU4062	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.48	1	dsDNAphage	1	0.92184931	0.016221014	8411	SRR11450584	PRJNA616041	American
vOTU4063	VC_708_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	20.46	0.753	dsDNAphage	0	NA	NA	8410	"SRR10159352,SRR10159350,SRR10159353"	PRJNA562057	China
vOTU4064	Unclassified	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	84.25	1	RNA	1	NA	NA	8409	SRR11450577	PRJNA616041	American
vOTU4065	VC_1441_0	unknown	Pasteurella	virulent	Low-quality	Genome-fragment	14.35	1	dsDNAphage	1	NA	NA	8405	SRR17754575	PRJNA799794	China
vOTU4066	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.982077479	0.009007478	8401	SRR17754576	PRJNA799794	China
vOTU4067	VC_2196_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	24.42	0.887	dsDNAphage	0	NA	NA	8399	SRR10341085	PRJNA579335	China
vOTU4068	VC_2393_0	unknown	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8399	SRR11450580	PRJNA616041	American
vOTU4069	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.968109846	0.011235743	8396	SRR5823607	PRJNA393632	Germany
vOTU4070	VC_1664_0	Peduoviridae	Klebsiella	virulent	Low-quality	Genome-fragment	21.91	0.993	dsDNAphage	2	NA	NA	8396	SRR5877197	PRJNA392834	China
vOTU4071	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	13.99	0.88	dsDNAphage	0	NA	NA	8396	SRR5877196	PRJNA392834	China
vOTU4072	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.32	0.96	dsDNAphage	1	NA	NA	8395	SRR5823598	PRJNA393632	Germany
vOTU4073	VC_2395_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.927	dsDNAphage	0	0.999872923	0.001775059	8395	SRR12550822	PRJNA632564	China
vOTU4074	Unclassified	Triavirus	Unclassified	virulent	Low-quality	Genome-fragment	20.26	0.567	dsDNAphage	0	NA	NA	8395	DRR012575	PRJNA202273	Japan
vOTU4075	VC_1134_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	17.26	0.953	dsDNAphage	0	NA	NA	8393	SRR11450587	PRJNA616041	American
vOTU4076	VC_2396_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	19.07	0.873	dsDNAphage	0	0.942304015	0.01452149	8393	"SRR12550792,SRR12550794,SRR12550807,SRR12550793,SRR12550812,SRR12550810,SRR12550825,SRR12550801,SRR12550802,SRR12550795,SRR12550835,SRR12550796,SRR12550800,SRR12550813,SRR12550826,SRR12550849,SRR12550847,SRR12550804,SRR12550831,SRR12550803"	PRJNA632564	China
vOTU4077	VC_1754_0	Arquatrovirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	14.39	0.84	dsDNAphage	0	0.922262907	0.016164363	8391	SRR17754575	PRJNA799794	China
vOTU4078	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.51	0.913	dsDNAphage	0	0.96592319	0.011500113	8390	"SRR14026579,SRR14026586,SRR14026578,SRR14026608,SRR14026597"	PRJNA714492	Switzerland
vOTU4079	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.61	0.92	dsDNAphage	0	0.986986279	0.008044414	8390	SRR5512141	PRJNA385547	China
vOTU4080	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.62	0.887	dsDNAphage	0	1	0	8389	SRR7012218	PRJNA450451	China
vOTU4081	VC_2322_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.45	0.96	dsDNAphage	0	NA	NA	8389	SRR10159350	PRJNA562057	China
vOTU4082	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.853	dsDNAphage	0	NA	NA	8388	SRR11450582	PRJNA616041	American
vOTU4083	Unclassified	unknown	Streptomyces	temperate	Low-quality	Genome-fragment	5.34	0.7	dsDNAphage	0	0.962372184	0.012028854	8386	SRR7012218	PRJNA450451	China
vOTU4084	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.55	0.853	dsDNAphage	0	NA	NA	8386	"SRR10159353,SRR10159354,SRR10159355"	PRJNA562057	China
vOTU4085	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.18	1	dsDNAphage	2	0.99146533	0.007119118	8382	SRR5512135	PRJNA385547	China
vOTU4086	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.65	1	dsDNAphage	3	NA	NA	8380	SRR5823601	PRJNA393632	Germany
vOTU4087	VC_1934_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.95	0.967	dsDNAphage	0	NA	NA	8377	"SRR12550840,SRR12550819,SRR12550829,SRR12550818,SRR12550817,SRR12550842,SRR12550843,SRR12550810"	PRJNA632564	China
vOTU4088	Unclassified	Hendrixvirinae	Shewanella	virulent	Low-quality	Genome-fragment	15.81	1	dsDNAphage	5	NA	NA	8377	SRR6325799	PRJNA392834	China
vOTU4089	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	98.41	1	RNA	1	NA	NA	8376	"SRR11450586,SRR11450577"	PRJNA616041	American
vOTU4090	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.06	0.993	dsDNAphage	1	NA	NA	8375	SRR1747108	PRJNA271842	India
vOTU4091	VC_2361_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	100	0.98	RNA	1	NA	NA	8372	SRR11450579	PRJNA616041	American
vOTU4092	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	97.73	1	RNA	1	NA	NA	8370	SRR11450577	PRJNA616041	American
vOTU4093	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.978764176	0.009441801	8370	"SRR14026603,SRR14026602,SRR14026604"	PRJNA714492	Switzerland
vOTU4094	Unclassified	Casjensviridae	Unclassified	virulent	Low-quality	Genome-fragment	6.58	1	dsDNAphage	2	0.999512553	0.002908075	8370	SRR5823600	PRJNA393632	Germany
vOTU4095	VC_1833_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.973110616	0.010197145	8369	SRR17754576	PRJNA799794	China
vOTU4096	Unclassified	unknown	Streptomyces	virulent	Low-quality	Genome-fragment	21.39	0.953	dsDNAphage	2	NA	NA	8368	SRR7012218	PRJNA450451	China
vOTU4097	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.969221354	0.010971372	8368	SRR5823599	PRJNA393632	Germany
vOTU4098	Unclassified	Pakpunavirus	Unclassified	virulent	Low-quality	Genome-fragment	10.52	0.98	dsDNAphage	3	0.999996483	0.000509857	8363	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU4099	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	84.34	nan	RNA	1	NA	NA	8363	SRR11450585	PRJNA616041	American
vOTU4100	VC_2397_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.950977206	0.013501775	8360	SRR5823598	PRJNA393632	Germany
vOTU4101	VC_2201_0	Gracegardnervirinae	Unclassified	virulent	Low-quality	Genome-fragment	16	0.967	dsDNAphage	0	0.928395391	0.015711156	8360	SRR11450584	PRJNA616041	American
vOTU4102	VC_2298_0	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	19.27	0.747	dsDNAphage	0	NA	NA	8360	"SRR5823599,SRR5823606,SRR5823610,SRR5823609,SRR5823613,SRR5823612"	PRJNA393632	Germany
vOTU4103	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.593	dsDNAphage	0	NA	NA	8360	"SRR5823596,SRR5823609,SRR5823610,SRR5823601,SRR5823595,SRR5823606,SRR5823613,SRR5823598,SRR5823599,SRR5823612,SRR5823608"	PRJNA393632	Germany
vOTU4104	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.17	0.993	dsDNAphage	1	0.910573244	0.017014125	8359	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU4105	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.38	0.907	dsDNAphage	0	NA	NA	8359	"SRR5823603,SRR5823595,SRR5823600"	PRJNA393632	Germany
vOTU4106	VC_2360_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	97.51	1	RNA	1	NA	NA	8359	"SRR11450580,SRR11450585"	PRJNA616041	American
vOTU4107	VC_1898_0	unknown	Lysinibacillus	virulent	Not-determined	Genome-fragment	NA	0.96	dsDNAphage	3	NA	NA	8358	SRR9313735	PRJNA531524	China
vOTU4108	VC_2360_0	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	81.53	1	RNA	1	NA	NA	8358	"SRR11450577,SRR11450586"	PRJNA616041	American
vOTU4109	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.964147568	0.011688949	8357	"SRR5823602,SRR5823595"	PRJNA393632	Germany
vOTU4110	VC_1471_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.997518897	0.004985271	8354	SRR5823607	PRJNA393632	Germany
vOTU4111	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.5	1	dsDNAphage	1	NA	NA	8354	SRR10159350	PRJNA562057	China
vOTU4112	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.85	NA	NA	NA	0.994807482	0.00613717	8352	"SRR10159355,SRR10159350,SRR10159348,SRR10159351,SRR10159353"	PRJNA562057	China
vOTU4113	Unclassified	unknown	Thermofilum	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.969032764	0.011028023	8351	"SRR5823597,SRR5823596"	PRJNA393632	Germany
vOTU4114	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.967986465	0.011254626	8348	"SRR5823601,SRR5823600,SRR5823596,SRR5823597"	PRJNA393632	Germany
vOTU4115	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.9	0.9	dsDNAphage	0	0.986653924	0.008214367	8348	"SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU4116	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.64	dsDNAphage	0	0.944346726	0.014257119	8346	SRR7012218	PRJNA450451	China
vOTU4117	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.95173645	0.013445124	8345	SRR5823605	PRJNA393632	Germany
vOTU4118	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.3	0.98	dsDNAphage	4	NA	NA	8344	SRR10346362	PRJNA579552	China
vOTU4119	VC_2291_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	8344	SRR11450580	PRJNA616041	American
vOTU4120	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.15	0.94	dsDNAphage	0	0.963245153	0.011877785	8341	"SRR10159353,SRR10159350"	PRJNA562057	China
vOTU4121	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.26	0.973	dsDNAphage	1	0.990976989	0.007232419	8340	"SRR5259830,SRR5259839,SRR5259940"	"PRJNA370739,PRJNA370742,PRJNA370747"	American
vOTU4122	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	9.16	0.993	dsDNAphage	1	NA	NA	8338	"SRR17754576,SRR17754575"	PRJNA799794	China
vOTU4123	Unclassified	Efquatrovirus	Unclassified	virulent	Low-quality	Genome-fragment	4.63	0.987	dsDNAphage	1	0.996380031	0.005570662	8335	SRR5823607	PRJNA393632	Germany
vOTU4124	VC_2231_0	Salasmaviridae_like	Unclassified	temperate	Low-quality	Genome-fragment	9.01	0.78	dsDNAphage	0	0.911553621	0.016957474	8330	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU4125	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.16	0.82	dsDNAphage	3	NA	NA	8328	"SRR10159353,SRR10159351,SRR10159348,SRR10159355"	PRJNA562057	China
vOTU4126	VC_2399_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.88	0.987	dsDNAphage	4	0.946531534	0.014068283	8328	SRR10159352	PRJNA562057	China
vOTU4127	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.78	NA	NA	NA	0.998625338	0.004116625	8328	SRR17754576	PRJNA799794	China
vOTU4128	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.993489861	0.006628144	8327	DRR012576	PRJNA202273	Japan
vOTU4129	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	3.43	NA	NA	NA	0.913194716	0.016768638	8323	"SRR9313736,SRR9313735"	PRJNA531524	China
vOTU4130	Unclassified	Salasmaviridae	Unclassified	virulent	Low-quality	Genome-fragment	35.42	0.987	dsDNAphage	3	0.999922276	0.001491805	8321	SRR5823605	PRJNA393632	Germany
vOTU4131	VC_2291_0	Dicistroviridae	Unclassified	virulent	Medium-quality	Genome-fragment	88.99	1	RNA	1	NA	NA	8320	SRR11450579	PRJNA616041	American
vOTU4132	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.95	1	dsDNAphage	2	0.959601879	0.01242541	8320	"SRR17754575,SRR17754576"	PRJNA799794	China
vOTU4133	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	90.99	1	RNA	1	NA	NA	8319	SRR11450579	PRJNA616041	American
vOTU4134	VC_1148_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	14.28	0.973	dsDNAphage	0	NA	NA	8317	"SRR12550821,SRR12550820,SRR12550823,SRR12550822"	PRJNA632564	China
vOTU4135	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.969105005	0.01100914	8316	"SRR5823606,SRR5823610"	PRJNA393632	Germany
vOTU4136	VC_2234_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.28	0.92	dsDNAphage	0	0.985234022	0.008497621	8316	SRR1190306	PRJNA240951	China
vOTU4137	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.25	0.953	dsDNAphage	1	0.996330261	0.00566508	8315	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU4138	VC_2400_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.4	0.873	dsDNAphage	0	0.997781038	0.004815318	8314	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU4139	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.42	0.987	dsDNAphage	1	NA	NA	8314	SRR10341085	PRJNA579335	China
vOTU4140	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.33	0.953	dsDNAphage	1	NA	NA	8310	DRR012576	PRJNA202273	Japan
vOTU4141	VC_2402_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.43	0.7	dsDNAphage	0	NA	NA	8309	"SRR10159350,SRR10159352"	PRJNA562057	China
vOTU4142	VC_1827_0	Ackermannviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	4.81	0.967	dsDNAphage	3	NA	NA	8309	"SRR10346360,SRR10346361,SRR10346359"	PRJNA579552	China
vOTU4143	VC_783_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	21.64	0.987	dsDNAphage	1	NA	NA	8309	SRR5877196	PRJNA392834	China
vOTU4144	VC_412_0	Triavirus	Unclassified	virulent	Low-quality	Genome-fragment	22.12	1	dsDNAphage	4	NA	NA	8306	SRR1745861	PRJNA271842	India
vOTU4145	VC_2119_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.26	1	dsDNAphage	0	0.997698903	0.004834202	8305	"SRR10159355,SRR10159350,SRR10159352"	PRJNA562057	China
vOTU4146	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	19.76	NA	NA	NA	0.969771028	0.010876954	8305	SRR2070862	PRJNA287178	Vietnam
vOTU4147	VC_1288_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.3	0.947	dsDNAphage	0	1	0	8304	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU4148	VC_2403_0	Fernvirus	Unclassified	virulent	Low-quality	Genome-fragment	11.83	0.72	dsDNAphage	0	NA	NA	8303	SRR9313736	PRJNA531524	China
vOTU4149	VC_2060_0	Mesyanzhinovviridae	Unclassified	virulent	Low-quality	Genome-fragment	11.61	0.993	dsDNAphage	1	0.950026155	0.013577309	8303	"SRR12550829,SRR12550818,SRR12550819"	PRJNA632564	China
vOTU4150	VC_2404_0	Triavirus	Unclassified	virulent	Low-quality	Genome-fragment	18.82	0.547	dsDNAphage	0	NA	NA	8302	"SRR6325480,SRR6325481"	PRJNA392834	China
vOTU4151	VC_2347_0	Schitoviridae	Unclassified	virulent	Low-quality	Genome-fragment	5.85	0.907	dsDNAphage	0	NA	NA	8301	SRR1190306	PRJNA240951	China
vOTU4152	VC_2291_0	Dicistroviridae	Unclassified	virulent	High-quality	High-quality	92.94	1	RNA	1	0.977825224	0.009555102	8300	SRR11450586	PRJNA616041	American
vOTU4153	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.62	dsDNAphage	0	0.999459088	0.002964725	8300	"SRR10159352,SRR10159350,SRR10159353,SRR10159354"	PRJNA562057	China
vOTU4154	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.68	0.967	dsDNAphage	0	0.987923145	0.007855578	8298	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU4155	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	20.25	1	dsDNAphage	4	NA	NA	8296	"SRR10159348,SRR10159349"	PRJNA562057	China
vOTU4156	VC_2360_0	Dicistroviridae	Pectobacterium	virulent	High-quality	High-quality	97.25	1	RNA	1	NA	NA	8296	"SRR11450577,SRR11450579,SRR11450585"	PRJNA616041	American
